image_id,species,camera_id,datetime,bbox_x,bbox_y,bbox_w,bbox_h
GUYRA-SYN-002760,jaguar,CAM-021,2024-07-16,82,1038,322,339
GUYRA-SYN-002761,jaguar,CAM-003,2024-10-02,5,535,225,293
GUYRA-SYN-002762,tapir,CAM-041,2024-06-03,740,1056,240,371
GUYRA-SYN-002763,puma,CAM-026,2024-07-19,251,482,311,176
GUYRA-SYN-002764,tapir,CAM-033,2024-04-11,756,100,287,258
GUYRA-SYN-002765,puma,CAM-037,2024-07-24,85,80,420,340
GUYRA-SYN-002766,jaguar,CAM-027,2024-04-08,840,942,416,281
GUYRA-SYN-002767,jaguar,CAM-050,2024-10-25,1303,1076,194,164
GUYRA-SYN-002768,jaguar,CAM-004,2024-05-26,96,250,300,229
GUYRA-SYN-002769,anteater,CAM-008,2024-09-17,1512,10,233,420
GUYRA-SYN-002770,capybara,CAM-017,2024-11-06,1121,970,355,227
GUYRA-SYN-002771,anteater,CAM-013,2024-07-23,1564,384,370,431
GUYRA-SYN-002772,jaguar,CAM-026,2024-05-08,317,134,172,456
GUYRA-SYN-002773,brocket_deer,CAM-040,2024-11-10,1486,349,367,392
GUYRA-SYN-002774,capybara,CAM-043,2024-11-24,629,834,252,181
GUYRA-SYN-002775,jaguar,CAM-016,2024-07-25,1468,267,288,469
GUYRA-SYN-002776,capybara,CAM-034,2024-07-07,213,634,498,228
GUYRA-SYN-002777,jaguar,CAM-030,2024-01-27,799,597,423,299
GUYRA-SYN-002778,puma,CAM-023,2024-06-25,595,86,195,306
GUYRA-SYN-002779,puma,CAM-047,2024-11-12,696,382,250,198
GUYRA-SYN-002780,capybara,CAM-002,2024-11-03,962,772,257,310
GUYRA-SYN-002781,tapir,CAM-019,2024-09-19,1668,1034,111,495
GUYRA-SYN-002782,puma,CAM-047,2024-02-12,494,1025,365,191
GUYRA-SYN-002783,tapir,CAM-022,2024-12-05,953,126,444,452
GUYRA-SYN-002784,tapir,CAM-003,2024-05-22,1308,117,249,222
GUYRA-SYN-002785,puma,CAM-014,2024-04-25,1687,727,199,369
GUYRA-SYN-002786,tapir,CAM-038,2024-06-23,250,808,472,213
GUYRA-SYN-002787,puma,CAM-007,2024-02-04,1456,931,369,338
GUYRA-SYN-002788,capybara,CAM-008,2024-09-02,1242,406,223,403
GUYRA-SYN-002789,jaguar,CAM-041,2024-11-07,1008,443,168,307
GUYRA-SYN-002790,capybara,CAM-021,2024-04-02,1807,832,117,470
GUYRA-SYN-002791,jaguar,CAM-006,2024-10-25,1034,1017,488,267
GUYRA-SYN-002792,brocket_deer,CAM-007,2024-08-17,1757,833,498,382
GUYRA-SYN-002793,capybara,CAM-034,2024-01-01,1866,378,206,113
GUYRA-SYN-002794,jaguar,CAM-038,2024-02-11,1594,849,157,381
GUYRA-SYN-002795,puma,CAM-039,2024-09-01,500,772,270,341
GUYRA-SYN-002796,capybara,CAM-045,2024-08-09,1493,580,405,161
GUYRA-SYN-002797,capybara,CAM-027,2024-01-20,1392,437,300,288
GUYRA-SYN-002798,anteater,CAM-023,2024-03-02,156,637,409,136
GUYRA-SYN-002799,jaguar,CAM-034,2024-11-25,1177,587,155,376
GUYRA-SYN-002800,tapir,CAM-015,2024-04-13,1085,977,275,113
GUYRA-SYN-002801,anteater,CAM-009,2024-07-07,349,322,210,410
GUYRA-SYN-002802,anteater,CAM-033,2024-03-03,491,924,240,271
GUYRA-SYN-002803,tapir,CAM-027,2024-02-03,522,74,456,481
GUYRA-SYN-002804,capybara,CAM-019,2024-03-17,1097,834,482,121
GUYRA-SYN-002805,tapir,CAM-041,2024-01-25,1622,691,221,352
GUYRA-SYN-002806,brocket_deer,CAM-028,2024-07-26,1523,94,365,455
GUYRA-SYN-002807,jaguar,CAM-008,2024-12-05,873,36,121,198
GUYRA-SYN-002808,jaguar,CAM-034,2024-04-12,799,814,411,145
GUYRA-SYN-002809,jaguar,CAM-025,2024-03-22,933,148,264,481
GUYRA-SYN-002810,puma,CAM-007,2024-03-25,447,520,274,282
GUYRA-SYN-002811,jaguar,CAM-028,2024-09-18,375,893,392,155
GUYRA-SYN-002812,brocket_deer,CAM-041,2024-08-14,1562,292,418,207
GUYRA-SYN-002813,anteater,CAM-017,2024-05-24,82,237,223,255
GUYRA-SYN-002814,anteater,CAM-001,2024-09-15,1597,397,275,252
GUYRA-SYN-002815,puma,CAM-031,2024-11-18,1508,279,308,123
GUYRA-SYN-002816,puma,CAM-015,2024-11-12,1258,254,127,152
GUYRA-SYN-002817,capybara,CAM-024,2024-08-23,1421,36,410,124
GUYRA-SYN-002818,anteater,CAM-024,2024-10-19,1449,132,248,246
GUYRA-SYN-002819,anteater,CAM-012,2024-01-23,927,522,398,184
GUYRA-SYN-002820,brocket_deer,CAM-049,2024-10-23,1173,861,492,419
GUYRA-SYN-002821,anteater,CAM-025,2024-11-10,1700,934,145,367
GUYRA-SYN-002822,tapir,CAM-010,2024-09-26,749,786,426,391
GUYRA-SYN-002823,puma,CAM-010,2024-06-19,210,602,110,495
GUYRA-SYN-002824,anteater,CAM-020,2024-10-20,1622,398,189,197
GUYRA-SYN-002825,jaguar,CAM-012,2024-04-10,1598,289,497,320
GUYRA-SYN-002826,brocket_deer,CAM-037,2024-09-02,835,47,385,342
GUYRA-SYN-002827,puma,CAM-026,2024-11-04,936,855,115,428
GUYRA-SYN-002828,brocket_deer,CAM-012,2024-12-07,633,467,366,410
GUYRA-SYN-002829,puma,CAM-021,2024-11-22,1233,740,432,224
GUYRA-SYN-002830,anteater,CAM-009,2024-11-18,1550,35,245,101
GUYRA-SYN-002831,tapir,CAM-027,2024-11-04,291,889,274,115
GUYRA-SYN-002832,anteater,CAM-010,2024-07-19,1562,734,378,446
GUYRA-SYN-002833,puma,CAM-028,2024-11-09,191,783,393,293
GUYRA-SYN-002834,tapir,CAM-027,2024-11-03,1891,443,107,387
GUYRA-SYN-002835,brocket_deer,CAM-028,2024-02-22,1701,298,492,197
GUYRA-SYN-002836,anteater,CAM-021,2024-10-11,1891,246,228,198
GUYRA-SYN-002837,tapir,CAM-026,2024-09-05,492,636,360,239
GUYRA-SYN-002838,capybara,CAM-003,2024-01-27,336,979,485,214
GUYRA-SYN-002839,jaguar,CAM-001,2024-11-28,1052,889,407,300
GUYRA-SYN-002840,brocket_deer,CAM-005,2024-01-04,1707,792,357,203
GUYRA-SYN-002841,jaguar,CAM-006,2024-11-07,1667,685,113,124
GUYRA-SYN-002842,jaguar,CAM-025,2024-09-02,1253,571,141,250
GUYRA-SYN-002843,capybara,CAM-039,2024-02-28,1510,658,127,332
GUYRA-SYN-002844,brocket_deer,CAM-050,2024-03-28,1289,1068,200,398
GUYRA-SYN-002845,brocket_deer,CAM-042,2024-07-21,294,103,473,288
GUYRA-SYN-002846,puma,CAM-041,2024-05-09,34,1014,325,326
GUYRA-SYN-002847,anteater,CAM-019,2024-07-06,119,919,171,471
GUYRA-SYN-002848,brocket_deer,CAM-049,2024-07-22,266,280,276,109
GUYRA-SYN-002849,anteater,CAM-006,2024-12-28,1007,971,296,124
GUYRA-SYN-002850,puma,CAM-037,2024-12-20,136,539,111,303
GUYRA-SYN-002851,anteater,CAM-044,2024-09-09,137,399,201,203
GUYRA-SYN-002852,brocket_deer,CAM-015,2024-02-05,1907,643,283,466
GUYRA-SYN-002853,puma,CAM-013,2024-06-13,222,956,378,140
GUYRA-SYN-002854,brocket_deer,CAM-001,2024-04-28,1841,336,447,152
GUYRA-SYN-002855,jaguar,CAM-039,2024-03-01,777,230,212,484
GUYRA-SYN-002856,brocket_deer,CAM-016,2024-09-22,650,271,339,353
GUYRA-SYN-002857,anteater,CAM-037,2024-06-13,248,389,211,329
GUYRA-SYN-002858,jaguar,CAM-043,2024-09-10,628,541,403,125
GUYRA-SYN-002859,capybara,CAM-011,2024-10-11,97,288,302,250
GUYRA-SYN-002860,anteater,CAM-003,2024-02-14,564,583,127,221
GUYRA-SYN-002861,brocket_deer,CAM-014,2024-11-09,1703,208,303,340
GUYRA-SYN-002862,anteater,CAM-007,2024-03-15,1517,1023,441,362
GUYRA-SYN-002863,puma,CAM-012,2024-02-01,1707,330,427,147
GUYRA-SYN-002864,brocket_deer,CAM-038,2024-09-27,373,209,421,199
GUYRA-SYN-002865,tapir,CAM-034,2024-07-06,1172,696,476,351
GUYRA-SYN-002866,capybara,CAM-044,2024-10-15,478,872,218,376
GUYRA-SYN-002867,puma,CAM-008,2024-09-06,1113,652,309,114
GUYRA-SYN-002868,tapir,CAM-015,2024-10-25,920,46,352,459
GUYRA-SYN-002869,anteater,CAM-035,2024-12-21,877,824,448,160
GUYRA-SYN-002870,brocket_deer,CAM-031,2024-12-02,824,1016,220,307
GUYRA-SYN-002871,anteater,CAM-050,2024-03-28,1622,31,286,491
GUYRA-SYN-002872,jaguar,CAM-025,2024-09-05,172,350,192,214
GUYRA-SYN-002873,capybara,CAM-023,2024-06-22,326,176,301,447
GUYRA-SYN-002874,capybara,CAM-024,2024-01-25,686,916,153,451
GUYRA-SYN-002875,tapir,CAM-026,2024-10-05,1500,149,367,433
GUYRA-SYN-002876,puma,CAM-005,2024-10-05,670,814,333,486
GUYRA-SYN-002877,anteater,CAM-003,2024-09-19,1094,549,220,320
GUYRA-SYN-002878,anteater,CAM-039,2024-09-10,1604,33,181,164
GUYRA-SYN-002879,jaguar,CAM-022,2024-01-20,1416,470,439,377
GUYRA-SYN-002880,brocket_deer,CAM-047,2024-10-23,1416,513,359,249
GUYRA-SYN-002881,capybara,CAM-009,2024-05-20,691,1048,383,422
GUYRA-SYN-002882,jaguar,CAM-042,2024-02-10,710,925,420,379
GUYRA-SYN-002883,anteater,CAM-030,2024-01-23,1341,903,146,282
GUYRA-SYN-002884,puma,CAM-016,2024-09-13,916,799,344,200
GUYRA-SYN-002885,anteater,CAM-050,2024-11-06,53,925,240,294
GUYRA-SYN-002886,jaguar,CAM-040,2024-02-24,1285,944,353,412
GUYRA-SYN-002887,anteater,CAM-032,2024-07-18,307,893,358,354
GUYRA-SYN-002888,capybara,CAM-010,2024-03-11,1057,401,352,483
GUYRA-SYN-002889,jaguar,CAM-042,2024-09-11,1395,1073,100,304
GUYRA-SYN-002890,capybara,CAM-012,2024-11-21,1622,486,288,126
GUYRA-SYN-002891,capybara,CAM-018,2024-01-22,1832,738,486,299
GUYRA-SYN-002892,brocket_deer,CAM-047,2024-10-11,1404,935,391,119
GUYRA-SYN-002893,jaguar,CAM-044,2024-02-06,572,360,498,482
GUYRA-SYN-002894,tapir,CAM-024,2024-05-09,373,1072,301,335
GUYRA-SYN-002895,anteater,CAM-026,2024-04-05,722,602,195,426
GUYRA-SYN-002896,puma,CAM-041,2024-03-22,1090,551,300,213
GUYRA-SYN-002897,puma,CAM-035,2024-10-04,696,829,184,233
GUYRA-SYN-002898,jaguar,CAM-044,2024-11-11,382,691,469,347
GUYRA-SYN-002899,puma,CAM-022,2024-07-06,1178,351,306,401
GUYRA-SYN-002900,puma,CAM-045,2024-04-11,1084,757,152,214
GUYRA-SYN-002901,anteater,CAM-007,2024-09-23,801,756,287,113
GUYRA-SYN-002902,capybara,CAM-032,2024-09-09,791,664,108,412
GUYRA-SYN-002903,tapir,CAM-049,2024-08-25,1392,588,233,214
GUYRA-SYN-002904,jaguar,CAM-013,2024-05-21,1276,245,445,362
GUYRA-SYN-002905,anteater,CAM-005,2024-02-16,1226,991,184,124
GUYRA-SYN-002906,puma,CAM-034,2024-12-11,1191,483,237,119
GUYRA-SYN-002907,jaguar,CAM-024,2024-04-13,629,180,266,250
GUYRA-SYN-002908,brocket_deer,CAM-007,2024-06-27,671,414,154,210
GUYRA-SYN-002909,capybara,CAM-012,2024-06-20,1814,439,314,343
GUYRA-SYN-002910,capybara,CAM-034,2024-02-08,1635,872,329,262
GUYRA-SYN-002911,jaguar,CAM-002,2024-10-09,1733,306,456,429
GUYRA-SYN-002912,jaguar,CAM-019,2024-02-02,1589,724,190,333
GUYRA-SYN-002913,brocket_deer,CAM-040,2024-09-04,1425,1072,342,387
GUYRA-SYN-002914,jaguar,CAM-039,2024-12-27,269,978,103,239
GUYRA-SYN-002915,tapir,CAM-009,2024-04-28,1053,1078,385,492
GUYRA-SYN-002916,tapir,CAM-026,2024-03-05,1915,677,385,497
GUYRA-SYN-002917,brocket_deer,CAM-027,2024-01-11,1769,1037,312,486
GUYRA-SYN-002918,brocket_deer,CAM-035,2024-08-09,611,343,170,352
GUYRA-SYN-002919,capybara,CAM-022,2024-09-11,1517,572,377,423
GUYRA-SYN-002920,tapir,CAM-047,2024-10-14,744,649,464,414
GUYRA-SYN-002921,tapir,CAM-012,2024-09-05,623,243,142,454
GUYRA-SYN-002922,brocket_deer,CAM-022,2024-01-05,1909,12,120,121
GUYRA-SYN-002923,puma,CAM-020,2024-06-21,470,475,137,221
GUYRA-SYN-002924,puma,CAM-042,2024-02-26,667,649,135,206
GUYRA-SYN-002925,jaguar,CAM-021,2024-06-16,69,1068,204,424
GUYRA-SYN-002926,capybara,CAM-028,2024-09-24,373,205,245,255
GUYRA-SYN-002927,tapir,CAM-034,2024-09-20,784,790,400,417
GUYRA-SYN-002928,capybara,CAM-032,2024-03-16,1741,454,316,329
GUYRA-SYN-002929,capybara,CAM-029,2024-12-10,1317,846,176,482
GUYRA-SYN-002930,jaguar,CAM-009,2024-06-28,1055,343,288,247
GUYRA-SYN-002931,puma,CAM-005,2024-09-07,1649,354,462,378
GUYRA-SYN-002932,jaguar,CAM-048,2024-03-07,1712,128,164,202
GUYRA-SYN-002933,anteater,CAM-010,2024-11-01,1283,624,419,147
GUYRA-SYN-002934,jaguar,CAM-025,2024-12-01,1813,184,366,225
GUYRA-SYN-002935,brocket_deer,CAM-017,2024-08-06,417,948,276,112
GUYRA-SYN-002936,anteater,CAM-011,2024-08-13,1062,178,440,333
GUYRA-SYN-002937,puma,CAM-012,2024-06-16,950,657,233,482
GUYRA-SYN-002938,tapir,CAM-036,2024-11-09,990,277,294,179
GUYRA-SYN-002939,anteater,CAM-003,2024-06-05,1266,184,361,497
GUYRA-SYN-002940,capybara,CAM-048,2024-08-13,1842,493,473,152
GUYRA-SYN-002941,brocket_deer,CAM-004,2024-09-28,372,900,161,430
GUYRA-SYN-002942,brocket_deer,CAM-012,2024-02-15,1407,440,201,326
GUYRA-SYN-002943,capybara,CAM-047,2024-04-19,1342,381,114,266
GUYRA-SYN-002944,puma,CAM-012,2024-03-19,1160,438,479,310
GUYRA-SYN-002945,puma,CAM-007,2024-12-14,1637,669,436,399
GUYRA-SYN-002946,jaguar,CAM-041,2024-05-08,1132,294,221,185
GUYRA-SYN-002947,tapir,CAM-042,2024-06-23,500,416,263,384
GUYRA-SYN-002948,tapir,CAM-018,2024-07-04,1001,948,477,480
GUYRA-SYN-002949,brocket_deer,CAM-015,2024-03-26,805,593,226,110
GUYRA-SYN-002950,anteater,CAM-022,2024-05-28,519,1020,412,466
GUYRA-SYN-002951,capybara,CAM-008,2024-03-15,1236,898,101,195
GUYRA-SYN-002952,anteater,CAM-012,2024-08-03,331,113,269,226
GUYRA-SYN-002953,capybara,CAM-039,2024-08-25,1079,1019,468,157
GUYRA-SYN-002954,puma,CAM-032,2024-12-27,669,283,396,385
GUYRA-SYN-002955,anteater,CAM-016,2024-03-05,57,201,168,286
GUYRA-SYN-002956,brocket_deer,CAM-047,2024-12-28,111,385,188,119
GUYRA-SYN-002957,jaguar,CAM-017,2024-09-16,1242,953,365,357
GUYRA-SYN-002958,anteater,CAM-037,2024-08-12,1400,431,454,478
GUYRA-SYN-002959,capybara,CAM-046,2024-06-22,1053,731,194,221
GUYRA-SYN-002960,capybara,CAM-035,2024-07-02,1635,82,203,108
GUYRA-SYN-002961,tapir,CAM-020,2024-04-13,1321,167,393,393
GUYRA-SYN-002962,tapir,CAM-008,2024-08-03,710,333,207,472
GUYRA-SYN-002963,anteater,CAM-006,2024-01-25,305,342,498,473
GUYRA-SYN-002964,anteater,CAM-048,2024-06-22,49,189,255,201
GUYRA-SYN-002965,brocket_deer,CAM-018,2024-11-28,1505,1047,198,129
GUYRA-SYN-002966,anteater,CAM-013,2024-01-19,851,962,142,207
GUYRA-SYN-002967,capybara,CAM-038,2024-08-03,1246,235,174,303
GUYRA-SYN-002968,jaguar,CAM-041,2024-03-24,310,236,206,180
GUYRA-SYN-002969,jaguar,CAM-044,2024-12-15,839,955,485,438
GUYRA-SYN-002970,puma,CAM-004,2024-02-20,1579,182,159,157
GUYRA-SYN-002971,brocket_deer,CAM-026,2024-02-05,1870,370,121,161
GUYRA-SYN-002972,anteater,CAM-047,2024-01-15,278,702,438,480
GUYRA-SYN-002973,anteater,CAM-049,2024-08-08,405,438,118,250
GUYRA-SYN-002974,anteater,CAM-013,2024-07-13,690,426,374,106
GUYRA-SYN-002975,capybara,CAM-012,2024-08-21,1795,617,497,366
GUYRA-SYN-002976,jaguar,CAM-010,2024-05-06,205,184,245,111
GUYRA-SYN-002977,anteater,CAM-044,2024-07-21,1074,287,272,104
GUYRA-SYN-002978,anteater,CAM-043,2024-06-05,307,587,292,165
GUYRA-SYN-002979,jaguar,CAM-038,2024-04-23,1734,751,279,469
GUYRA-SYN-002980,brocket_deer,CAM-005,2024-12-24,1341,2,209,466
GUYRA-SYN-002981,capybara,CAM-037,2024-10-12,262,1016,108,497
GUYRA-SYN-002982,jaguar,CAM-015,2024-08-04,290,564,197,317
GUYRA-SYN-002983,tapir,CAM-036,2024-06-18,750,793,257,490
GUYRA-SYN-002984,puma,CAM-014,2024-01-09,153,319,113,172
GUYRA-SYN-002985,brocket_deer,CAM-004,2024-07-04,741,331,345,218
GUYRA-SYN-002986,anteater,CAM-032,2024-05-02,340,125,326,468
GUYRA-SYN-002987,capybara,CAM-006,2024-07-14,1765,45,311,216
GUYRA-SYN-002988,puma,CAM-009,2024-05-17,1331,219,275,263
GUYRA-SYN-002989,tapir,CAM-011,2024-11-21,1314,15,213,459
GUYRA-SYN-002990,capybara,CAM-019,2024-01-08,120,255,108,415
GUYRA-SYN-002991,tapir,CAM-026,2024-08-19,1872,924,288,316
GUYRA-SYN-002992,tapir,CAM-040,2024-02-12,906,712,290,245
GUYRA-SYN-002993,brocket_deer,CAM-012,2024-04-09,982,217,170,228
GUYRA-SYN-002994,brocket_deer,CAM-028,2024-01-04,90,121,493,160
GUYRA-SYN-002995,anteater,CAM-008,2024-01-07,54,844,383,217
GUYRA-SYN-002996,jaguar,CAM-029,2024-07-09,1563,184,350,182
GUYRA-SYN-002997,brocket_deer,CAM-034,2024-01-18,26,1058,149,472
GUYRA-SYN-002998,capybara,CAM-024,2024-08-04,303,62,468,155
GUYRA-SYN-002999,tapir,CAM-046,2024-01-15,172,400,360,121
GUYRA-SYN-003000,brocket_deer,CAM-029,2024-02-08,110,946,464,217
GUYRA-SYN-003001,tapir,CAM-006,2024-01-27,1782,589,284,371
GUYRA-SYN-003002,tapir,CAM-032,2024-05-07,1640,820,189,158
GUYRA-SYN-003003,capybara,CAM-013,2024-01-01,1157,891,193,278
GUYRA-SYN-003004,anteater,CAM-034,2024-11-12,915,872,460,319
GUYRA-SYN-003005,anteater,CAM-017,2024-08-01,418,246,387,102
GUYRA-SYN-003006,tapir,CAM-013,2024-11-26,1786,410,410,306
GUYRA-SYN-003007,puma,CAM-029,2024-05-27,895,806,323,176
GUYRA-SYN-003008,jaguar,CAM-023,2024-10-03,1074,492,170,458
GUYRA-SYN-003009,brocket_deer,CAM-002,2024-01-02,544,825,312,317
GUYRA-SYN-003010,jaguar,CAM-020,2024-06-21,1206,51,486,134
GUYRA-SYN-003011,jaguar,CAM-004,2024-08-19,994,957,163,229
GUYRA-SYN-003012,jaguar,CAM-002,2024-12-21,537,483,378,493
GUYRA-SYN-003013,anteater,CAM-005,2024-12-19,1550,552,393,101
GUYRA-SYN-003014,tapir,CAM-016,2024-11-23,134,648,188,121
GUYRA-SYN-003015,tapir,CAM-040,2024-10-17,77,609,431,406
GUYRA-SYN-003016,brocket_deer,CAM-026,2024-10-17,1009,458,431,133
GUYRA-SYN-003017,puma,CAM-030,2024-10-15,1403,246,312,295
GUYRA-SYN-003018,anteater,CAM-036,2024-12-10,209,841,295,150
GUYRA-SYN-003019,puma,CAM-014,2024-08-10,100,993,345,392
GUYRA-SYN-003020,tapir,CAM-016,2024-04-27,356,660,323,193
GUYRA-SYN-003021,puma,CAM-048,2024-12-17,1371,592,398,391
GUYRA-SYN-003022,jaguar,CAM-040,2024-08-26,30,137,464,235
GUYRA-SYN-003023,puma,CAM-028,2024-11-05,53,438,339,126
GUYRA-SYN-003024,anteater,CAM-030,2024-09-28,351,216,145,310
GUYRA-SYN-003025,jaguar,CAM-011,2024-11-22,1350,56,422,438
GUYRA-SYN-003026,capybara,CAM-017,2024-02-28,1906,171,220,289
GUYRA-SYN-003027,capybara,CAM-045,2024-10-19,1050,1033,499,399
GUYRA-SYN-003028,brocket_deer,CAM-010,2024-02-03,910,45,474,375
GUYRA-SYN-003029,anteater,CAM-041,2024-10-10,1900,1040,115,136
GUYRA-SYN-003030,anteater,CAM-026,2024-05-10,1095,283,182,488
GUYRA-SYN-003031,jaguar,CAM-029,2024-06-17,1050,477,392,325
GUYRA-SYN-003032,anteater,CAM-024,2024-08-01,1104,353,131,113
GUYRA-SYN-003033,tapir,CAM-035,2024-01-14,971,655,342,441
GUYRA-SYN-003034,jaguar,CAM-012,2024-04-13,1153,174,253,404
GUYRA-SYN-003035,brocket_deer,CAM-006,2024-11-22,172,323,361,355
GUYRA-SYN-003036,capybara,CAM-038,2024-05-26,338,867,386,358
GUYRA-SYN-003037,puma,CAM-030,2024-12-25,803,977,440,425
GUYRA-SYN-003038,jaguar,CAM-018,2024-01-19,726,469,465,160
GUYRA-SYN-003039,tapir,CAM-006,2024-10-14,230,726,318,122
GUYRA-SYN-003040,brocket_deer,CAM-036,2024-11-08,362,998,245,445
GUYRA-SYN-003041,capybara,CAM-036,2024-09-08,682,772,281,154
GUYRA-SYN-003042,brocket_deer,CAM-038,2024-11-22,1313,815,193,249
GUYRA-SYN-003043,capybara,CAM-003,2024-10-14,1437,579,412,292
GUYRA-SYN-003044,brocket_deer,CAM-035,2024-04-24,542,879,113,236
GUYRA-SYN-003045,brocket_deer,CAM-033,2024-05-05,132,909,105,178
GUYRA-SYN-003046,anteater,CAM-022,2024-02-13,291,327,282,396
GUYRA-SYN-003047,puma,CAM-041,2024-07-09,1111,256,100,357
GUYRA-SYN-003048,anteater,CAM-050,2024-04-09,1094,819,372,456
GUYRA-SYN-003049,anteater,CAM-015,2024-10-02,1802,892,170,232
GUYRA-SYN-003050,brocket_deer,CAM-031,2024-03-25,1079,911,408,394
GUYRA-SYN-003051,jaguar,CAM-028,2024-01-20,1706,129,145,253
GUYRA-SYN-003052,jaguar,CAM-014,2024-02-19,1835,508,283,438
GUYRA-SYN-003053,anteater,CAM-041,2024-03-27,1788,418,465,308
GUYRA-SYN-003054,jaguar,CAM-015,2024-04-16,1473,834,100,274
GUYRA-SYN-003055,puma,CAM-016,2024-01-09,657,1046,148,305
GUYRA-SYN-003056,tapir,CAM-050,2024-12-01,1863,339,284,242
GUYRA-SYN-003057,tapir,CAM-032,2024-03-09,255,199,319,262
GUYRA-SYN-003058,capybara,CAM-003,2024-04-23,592,560,114,390
GUYRA-SYN-003059,brocket_deer,CAM-026,2024-02-16,1547,991,482,133
GUYRA-SYN-003060,anteater,CAM-009,2024-12-09,1217,85,379,377
GUYRA-SYN-003061,capybara,CAM-001,2024-07-15,1706,297,149,239
GUYRA-SYN-003062,jaguar,CAM-029,2024-05-14,1058,214,215,267
GUYRA-SYN-003063,anteater,CAM-012,2024-07-21,771,542,379,316
GUYRA-SYN-003064,anteater,CAM-043,2024-09-20,1648,509,457,397
GUYRA-SYN-003065,brocket_deer,CAM-045,2024-10-18,901,638,359,295
GUYRA-SYN-003066,anteater,CAM-020,2024-12-28,184,670,274,401
GUYRA-SYN-003067,tapir,CAM-021,2024-11-02,226,254,414,169
GUYRA-SYN-003068,capybara,CAM-039,2024-11-06,119,978,284,226
GUYRA-SYN-003069,capybara,CAM-025,2024-12-02,719,232,136,342
GUYRA-SYN-003070,jaguar,CAM-028,2024-11-24,126,465,405,375
GUYRA-SYN-003071,anteater,CAM-026,2024-04-14,643,509,310,463
GUYRA-SYN-003072,capybara,CAM-009,2024-02-17,1186,532,267,290
GUYRA-SYN-003073,anteater,CAM-004,2024-07-16,15,100,112,404
GUYRA-SYN-003074,capybara,CAM-042,2024-10-10,1652,278,252,371
GUYRA-SYN-003075,anteater,CAM-017,2024-03-02,600,770,292,449
GUYRA-SYN-003076,tapir,CAM-048,2024-09-20,890,883,354,310
GUYRA-SYN-003077,jaguar,CAM-021,2024-07-09,331,29,259,261
GUYRA-SYN-003078,brocket_deer,CAM-024,2024-08-25,907,696,375,114
GUYRA-SYN-003079,anteater,CAM-029,2024-05-25,653,452,198,500
GUYRA-SYN-003080,anteater,CAM-039,2024-01-14,267,496,500,289
GUYRA-SYN-003081,tapir,CAM-026,2024-07-26,267,377,494,314
GUYRA-SYN-003082,tapir,CAM-045,2024-05-02,222,812,423,271
GUYRA-SYN-003083,anteater,CAM-039,2024-06-08,1895,109,104,455
GUYRA-SYN-003084,capybara,CAM-028,2024-03-28,382,242,189,177
GUYRA-SYN-003085,tapir,CAM-012,2024-08-14,1805,979,455,436
GUYRA-SYN-003086,brocket_deer,CAM-020,2024-07-05,1564,647,413,134
GUYRA-SYN-003087,brocket_deer,CAM-002,2024-02-03,362,575,463,151
GUYRA-SYN-003088,jaguar,CAM-024,2024-09-27,514,1058,427,298
GUYRA-SYN-003089,jaguar,CAM-001,2024-09-01,221,971,401,364
GUYRA-SYN-003090,brocket_deer,CAM-031,2024-12-16,1144,261,200,140
GUYRA-SYN-003091,puma,CAM-037,2024-10-12,909,27,239,328
GUYRA-SYN-003092,puma,CAM-046,2024-07-26,538,336,426,317
GUYRA-SYN-003093,jaguar,CAM-010,2024-12-04,1883,337,127,204
GUYRA-SYN-003094,anteater,CAM-017,2024-04-24,1555,980,275,216
GUYRA-SYN-003095,brocket_deer,CAM-023,2024-12-19,1494,790,485,372
GUYRA-SYN-003096,jaguar,CAM-030,2024-09-12,1677,345,288,235
GUYRA-SYN-003097,anteater,CAM-012,2024-05-05,252,476,357,266
GUYRA-SYN-003098,tapir,CAM-024,2024-05-02,64,879,230,256
GUYRA-SYN-003099,capybara,CAM-024,2024-05-21,956,693,478,174
GUYRA-SYN-003100,puma,CAM-005,2024-02-05,396,315,465,329
GUYRA-SYN-003101,tapir,CAM-050,2024-09-20,1567,1006,449,417
GUYRA-SYN-003102,capybara,CAM-006,2024-08-15,1845,815,491,205
GUYRA-SYN-003103,puma,CAM-043,2024-05-21,1313,340,350,186
GUYRA-SYN-003104,jaguar,CAM-013,2024-09-18,777,347,137,343
GUYRA-SYN-003105,tapir,CAM-046,2024-01-21,1111,124,134,410
GUYRA-SYN-003106,brocket_deer,CAM-016,2024-01-09,673,398,116,297
GUYRA-SYN-003107,anteater,CAM-015,2024-06-24,1116,1030,174,236
GUYRA-SYN-003108,anteater,CAM-015,2024-06-28,470,625,106,118
GUYRA-SYN-003109,capybara,CAM-041,2024-12-04,1054,141,466,302
GUYRA-SYN-003110,brocket_deer,CAM-031,2024-09-10,1053,137,317,276
GUYRA-SYN-003111,puma,CAM-018,2024-05-09,1877,736,233,234
GUYRA-SYN-003112,brocket_deer,CAM-004,2024-09-07,1678,740,452,133
GUYRA-SYN-003113,brocket_deer,CAM-039,2024-10-07,922,219,107,428
GUYRA-SYN-003114,capybara,CAM-042,2024-12-22,656,493,429,405
GUYRA-SYN-003115,jaguar,CAM-010,2024-09-15,1028,1049,438,230
GUYRA-SYN-003116,anteater,CAM-048,2024-07-26,1274,871,400,370
